nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,soil_color_black,soil_color_brown,soil_color_dark gray,soil_color_gray,soil_color_grayish brown,soil_color_light red,soil_color_other,soil_color_red,soil_color_red brown,soil_color_reddish gray,soil_color_very dark brown,soil_color_yellowish brown,crop_name
1.2644830010363113,0.6472075278424474,-1.1714442391622486,-1.491865892048384,1.6000747248055833,0.2391542639337805,3.69117743883039,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.9962950303888825,0.703949024436136,-1.2655036519616432,-1.0331794060457535,1.488285488772364,-0.03954574820191141,2.859007734950007,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.6608811836022874,0.874173514217202,-1.2027973767620468,-1.2902180528354832,1.6130132800451171,-0.34183649595957377,4.326061116653429,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.240232373506406,0.25001705168662675,-1.2132484226286462,-1.0699315523339357,1.4792087310631064,0.394793961008476,2.900696469225844,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.026787198278573,0.3067585482803154,-1.2236994684952456,-0.36392507734262103,1.5489927722296417,0.40412228863675204,3.3866817889134966,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.423185380844549,0.7606905210298247,-1.234150514361845,-1.644785780512884,1.5171434742482846,-1.462244766985909,4.291273818435766,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.1182637019476442,0.789061269326669,-1.1714442391622486,-0.0009014639855241142,1.5822317014798826,0.10718523959839037,3.5538277941241745,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.3317088771754775,0.8174320176235134,-1.1923463308954474,0.3177263355922405,1.5319130748304441,-0.1676613388357114,2.7674590058896342,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.4536775487342397,0.874173514217202,-1.2655036519616432,0.3063637192942206,1.5037524797001225,-0.15423430241280928,4.328001804958987,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.3317088771754775,0.36350004487400406,-1.2550526060950438,-0.563695450176801,1.5610505116895923,-0.7059620964259881,4.583955486883677,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.2644830010363113,0.47698303806138137,-1.1714442391622486,-1.4186096963355617,1.5552402381423684,1.859059605962158,4.843922051812536,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.3559595047053827,0.5053537863582257,-1.2027973767620468,-0.4705990118070207,1.5777670429688482,-0.675578386024464,4.026269214395206,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.3254673368156922,0.44861228976453704,-1.2550526060950438,-0.8889538412746015,1.5295663489723752,0.49521955269261136,3.861897932211689,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.386451672595073,0.5337245346550701,-1.181895285028848,-0.0326551960390937,1.5719555072315232,-0.7426366263299393,3.0946348271287234,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.9658028624991921,0.959285759107735,-1.2550526060950438,-0.0425009309962376,1.4738078103365357,1.150669026253839,2.915453839422296,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.9353106946095016,0.3918707931708484,-1.2132484226286462,-0.5735045217871492,1.6092374910086529,0.2759903980496262,4.847050359484115,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.026787198278573,0.7323197727329803,-1.160993193295649,0.17289340562566333,1.538263263755314,1.5936033757388999,4.194301196318729,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.2097402056167157,0.25001705168662675,-1.234150514361845,-0.25286337057304664,1.4848535912759964,0.08627145912604309,2.5763637500689374,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.7523576872713587,0.6472075278424474,-1.1923463308954474,-0.23437636795794367,1.5995493610206426,-1.1969181412358552,2.8387851517331626,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.6913733514919778,0.36350004487400406,-1.234150514361845,-0.7507307241257754,1.6028095510575033,2.3649240400075198,3.5521123050564807,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.84383419094043,0.47698303806138137,-1.2236994684952456,-1.224159281540249,1.4901838751914214,1.3702600130328713,3.1127007928633743,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.1182637019476442,0.8174320176235134,-1.160993193295649,-0.3315752472487421,1.4815978689453528,2.293452210159793,3.9607645246882073,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.2644830010363113,0.2783877999834711,-1.181895285028848,-0.6935882076141864,1.5584568966901933,-1.0865224197313499,3.292382373758701,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.7523576872713587,0.959285759107735,-1.2236994684952456,-1.7114212810436225,1.4796869177733976,0.9601835414722844,3.0685604139947884,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.270724541396097,0.8458027659203577,-1.1923463308954474,-0.5655185017276801,1.5341654236219495,1.8127574720492572,2.8019980364505557,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.4169438404847636,0.959285759107735,-1.181895285028848,-1.1322571105077248,1.5246925314221145,-0.5721400742575214,3.439811253252877,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.3317088771754775,0.7323197727329803,-1.2550526060950438,0.14752546901202204,1.5808855544150462,-0.7309069630818104,4.6088405215141695,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.7218655193816683,0.33512929657715973,-1.2236994684952456,-0.688913784212715,1.6086550704873108,0.19803891981793018,4.557953500797382,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.6913733514919778,0.789061269326669,-1.234150514361845,-0.024919229865040495,1.5702668143631744,1.449766996626347,3.242454958550208,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.2097402056167157,0.2783877999834711,-1.160993193295649,-0.38929200388045765,1.5407968117340824,-0.1676792871766126,4.2425411144866185,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.5998968478229063,0.5620952829519144,-1.2132484226286462,-1.6408423844447373,1.5312010383221613,1.6107785965932078,2.7399092358283292,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.4536775487342397,0.8174320176235134,-1.2655036519616432,-1.2068592262189903,1.4765316832963746,0.594354578597379,4.439928674397911,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.6303890157125969,0.3918707931708484,-1.234150514361845,-1.600476451468218,1.533651856716499,2.102785200845002,3.791390273477487,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.9658028624991921,0.9025442625140464,-1.160993193295649,0.00506784954296854,1.5716610096488048,-0.27181233622628537,3.8015013506292696,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.270724541396097,0.9025442625140464,-1.234150514361845,-1.5401292470065777,1.579063701506328,1.1899623807535837,4.471208756626994,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.569404679933216,0.2783877999834711,-1.1923463308954474,-1.1716155620103734,1.490742543853667,1.2090594154736611,2.94606943022223,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.7523576872713587,0.5904660312487587,-1.1923463308954474,-1.6999129643168396,1.565072320751886,-0.46011949203710595,4.156778674626889,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.4536775487342397,0.4202415414676927,-1.2550526060950438,-0.3849131749548104,1.5493263881324673,0.9220329579345916,2.5542719726583782,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.4536775487342397,0.789061269326669,-1.2446015602284444,-1.381324671930252,1.479317719481319,-0.6597450370128429,2.8727245140905024,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.0572793661682636,0.9309150108108906,-1.2655036519616432,0.01466343441700043,1.530844173869784,1.2096491952729314,3.7589927140279364,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.5389125120435254,0.5620952829519144,-1.2027973767620468,-0.6304495744911233,1.477894803061383,-1.465518864363881,4.146364438801252,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.2097402056167157,0.8458027659203577,-1.2446015602284444,-0.6933784665756502,1.4861014975395048,0.4032057740812065,4.272737427730652,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.2949751689260016,0.7323197727329803,-1.2027973767620468,-0.22899044535538668,1.5824969226922916,1.1180957219778922,2.9938300664592417,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.4779281762641445,0.5337245346550701,-1.234150514361845,-0.9050151738984512,1.5325687058587665,1.6988752324294885,4.102428997465282,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.84383419094043,0.44861228976453704,-1.2446015602284444,-0.2601608255633356,1.5519914475590177,0.7135873363228343,4.7887286626969665,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.8133420230507398,0.47698303806138137,-1.1923463308954474,-1.3271267969476503,1.5567193395723773,1.6758168637653352,2.74714699524208,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.7218655193816683,0.789061269326669,-1.2550526060950438,0.1672116179912629,1.6021474112359597,1.316545501965412,4.035304760859421,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.3926932129548586,0.2783877999834711,-1.160993193295649,-1.0550872498271018,1.5235190369363778,1.199204524815969,4.442232553424123,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.4779281762641445,0.5904660312487587,-1.1714442391622486,0.2983018112775079,1.5214082782574887,2.4844367581088913,4.488192684842189,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.6608811836022874,0.25001705168662675,-1.234150514361845,-0.2552895245589573,1.5270158546918027,-1.4749676266180296,2.621168825928797,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.7828498551610492,0.2783877999834711,-1.2446015602284444,0.34451424338681497,1.5119620011243569,0.08882239283284166,2.791755998435974,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.904818526719811,0.4202415414676927,-1.234150514361845,-0.9198804986079863,1.5777666510546153,2.0081819408726944,2.9170038094714457,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.508420344153835,0.874173514217202,-1.181895285028848,0.10529160825955193,1.4806164591384927,-0.5046920248620882,2.5610460056597653,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.6303890157125969,0.5337245346550701,-1.2655036519616432,-0.09278653287144917,1.5550838394155737,-0.4333867167314763,2.8071889366976293,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.2949751689260016,0.7606905210298247,-1.181895285028848,0.19985203126225337,1.500242803908832,0.3840309871870636,3.3608178279114975,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.4779281762641445,0.47698303806138137,-1.2236994684952456,0.09177610857367284,1.6137475576135885,-0.09947386453629205,2.637130218953554,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.4779281762641445,0.9025442625140464,-1.2236994684952456,-0.1369932460303417,1.485371905826402,-0.8550452143706826,3.2965496694969736,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.447436008374454,0.959285759107735,-1.234150514361845,-1.0980553274677467,1.570271814678223,0.41579563704656436,3.526242117893958,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.9353106946095016,0.47698303806138137,-1.234150514361845,-0.7371918844739623,1.5111752453408294,-1.3362909675149328,3.73537326017602,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.9962950303888825,0.6755782761392917,-1.1714442391622486,-0.0759084427302852,1.5103954508939739,-0.188841667174656,2.5561161752414057,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.904818526719811,0.7606905210298247,-1.1923463308954474,-0.6200765408832062,1.4996434234513638,-1.2363993925590666,3.56512106696437,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.2097402056167157,0.6755782761392917,-1.2132484226286462,-1.4771327279419326,1.5895282556528465,0.5399989858159556,3.496351143468242,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.270724541396097,0.7606905210298247,-1.234150514361845,0.3581929514820857,1.5251256276891967,1.3791010291694645,4.691282907723777,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.1792480377270254,0.5053537863582257,-1.234150514361845,-0.5721757700712201,1.5822667561918677,1.9377303827280488,3.7133205632879607,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.904818526719811,0.5337245346550701,-1.2655036519616432,0.23757829646094603,1.473157486250459,0.11958459348849178,3.2728445199575438,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.8133420230507398,0.3918707931708484,-1.234150514361845,0.21820496435124753,1.5814706289876954,2.0438512848622112,3.852159946364075,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.2644830010363113,0.703949024436136,-1.2550526060950438,-0.9144342720749,1.5511404088484602,-0.060265843134018775,4.025520507721159,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.1182637019476442,0.5620952829519144,-1.1923463308954474,-0.9184587477696827,1.5700745385136987,0.737199612996215,2.785599333723086,0,1,0,0,0,0,0,0,0,0,0,0,rice
2.270724541396097,0.5904660312487587,-1.2446015602284444,-1.2640871963461942,1.5316796584298351,0.5924813437644768,4.794963330330141,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.2644830010363113,0.8174320176235134,-1.160993193295649,-1.301606023238693,1.566179659186831,-0.18828711889408084,4.62995651528187,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.8133420230507398,0.25001705168662675,-1.1714442391622486,0.24201321465557754,1.6051743093216606,1.3839181307148425,2.575236024390592,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.4169438404847636,0.3067585482803154,-1.2132484226286462,-0.7152820926892751,1.5738904086854728,-1.0213628550190503,2.6699408535171885,0,1,0,0,0,0,0,0,0,0,0,0,rice
1.5998968478229063,0.789061269326669,-1.4640735234270321,-0.9393790590743188,0.9964792796596481,-0.4452682473652194,0.6804527629629334,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.2949751689260016,0.5053537863582257,-1.4536224775604327,0.10875035733028225,1.225189626667899,1.189072269439646,0.9671863495981433,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.8743263588301207,0.47698303806138137,-1.4640735234270321,-0.6552286789966629,1.2257333840234133,0.8104522946801603,0.2645929956201885,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.6608811836022874,0.9025442625140464,-1.411818294094035,-1.7334429357175887,0.8221927170037957,0.7248466255382056,0.1446506608119619,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.2949751689260016,0.33512929657715973,-1.4222693399606343,-2.182339541550176,0.9675957829169171,-0.14028333872116627,0.23926140217728345,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.508420344153835,0.4202415414676927,-1.4640735234270321,-1.19090786860464,0.825838509162581,0.12021193771740055,0.9636270591888771,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.270724541396097,0.4202415414676927,-1.4536224775604327,-0.03508543542089667,1.0780951749627996,-0.03318205945874897,1.030420931764234,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.148755869837335,0.959285759107735,-1.4327203858272337,-0.1642887740345499,1.0834948120324643,-0.21882227628707296,0.4888621008391938,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.7523576872713587,0.5053537863582257,-1.4536224775604327,-1.5997666387329856,0.9635115634711712,-0.2993361909838417,0.23609160732509027,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.4779281762641445,0.959285759107735,-1.3700141106276373,-0.24554644156172267,1.086279229504293,-0.44479734783977737,1.1045568647897457,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.569404679933216,0.5053537863582257,-1.4327203858272337,-0.7279570529837408,1.2797090543382497,-0.30325706060839314,0.8096720726030227,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.1792480377270254,0.6472075278424474,-1.411818294094035,-0.27003315016482304,1.1318870006607744,0.5540098376961684,0.4095695325986693,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.3254673368156922,0.7323197727329803,-1.4640735234270321,-1.041087857694482,0.8557688305780149,1.237889438994666,0.20826603159553098,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.240232373506406,0.5053537863582257,-1.4640735234270321,-2.062512733632597,1.0567445865548812,0.015311338842158026,0.8188584483000628,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.447436008374454,0.789061269326669,-1.411818294094035,-0.16484111715417982,0.8952216107553768,-0.2113809804403988,0.37140230621582604,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.3559595047053827,0.9025442625140464,-1.4013672482274355,-2.249936186327208,0.7525554203037537,0.18370947831804157,0.20536791594958453,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.569404679933216,0.5904660312487587,-1.4536224775604327,-0.33835020445450864,1.1915817491848457,0.7314379203743477,1.00466922349508,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.2949751689260016,0.4202415414676927,-1.4536224775604327,-0.17927844629056694,1.0420569529054002,-0.06914296476661258,0.46154928994821737,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.447436008374454,0.7606905210298247,-1.4327203858272337,-0.7951182799341625,0.8927781488029564,-0.05303528921379867,0.2404266500590949,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.6913733514919778,0.8174320176235134,-1.4327203858272337,-2.3111768870117766,0.9733579145436446,0.3000375406619745,0.6108106130812355,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.7828498551610492,0.874173514217202,-1.411818294094035,-0.24237908432998348,1.2898680473750248,0.661930181661673,0.5219574191806776,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.4536775487342397,0.6755782761392917,-1.4745245692936315,-2.2820881557979775,1.2112560473159093,-0.6895227561658007,0.6867381973254287,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.6913733514919778,0.8458027659203577,-1.4013672482274355,-2.2410472697262263,1.082602427095576,1.0472483171089277,0.5463668466985925,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.9658028624991921,0.5337245346550701,-1.411818294094035,-2.0757608818848925,0.8531771792110674,-0.49185940916858145,0.5222045366777978,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.48416971662393,0.618836779545603,-1.4640735234270321,-0.00585298184345363,1.0989165871972888,-0.7218599399844166,0.41866483735627796,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.84383419094043,0.703949024436136,-1.4640735234270321,-0.12038267266255176,1.1359454587804438,0.7112722271380144,0.852497658724942,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.301216709285787,0.36350004487400406,-1.4431714316938333,-0.5553259380031857,0.8165367526510069,-0.2472699139937177,0.9783331475647613,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.7218655193816683,0.6472075278424474,-1.4745245692936315,-1.2634024370983523,1.223283445768071,-0.21246201707511,0.9715159702357835,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.8133420230507398,0.618836779545603,-1.4013672482274355,-0.7962400262335273,0.9794767180016908,-0.6682760525693913,0.33801783825932213,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.087771534057954,0.789061269326669,-1.4222693399606343,-0.03648126999872719,0.9901108868843442,0.6976835754402142,1.0969302786864528,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.087771534057954,0.25001705168662675,-1.3700141106276373,-1.2905999456629376,0.9811464536507952,0.14679866616032808,0.24817880477486182,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.3559595047053827,0.47698303806138137,-1.4327203858272337,-2.1705387447479683,0.7597809431405113,0.7882455270134745,0.7442662126197471,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.9962950303888825,0.874173514217202,-1.3700141106276373,-0.9629758698495461,1.1212730410342486,0.5768509026896965,0.21890890290667137,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.386451672595073,0.25001705168662675,-1.3909162023608361,-0.8170926053418153,0.9443791814819755,-0.5414519155210206,0.19182557070122408,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.2644830010363113,0.5620952829519144,-1.4013672482274355,-0.25395640186022755,1.0522779443950505,0.7654253088678605,0.6838182484122565,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.423185380844549,0.5053537863582257,-1.411818294094035,0.010017530626144324,1.2981287418906053,0.6258567808160893,1.0705000394903095,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.7218655193816683,0.8458027659203577,-1.4431714316938333,-1.9058899914381968,0.957804242398828,-0.5195410417215705,0.150585477542597,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.0572793661682636,0.8174320176235134,-1.411818294094035,-1.261652525858031,0.878978576559848,1.0123061568096126,1.1151375940774624,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.423185380844549,0.25001705168662675,-1.4431714316938333,-0.5834893255444037,1.3195962132792316,0.25015650010562224,0.7595908832866042,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.7523576872713587,0.874173514217202,-1.4431714316938333,-2.031621714539313,1.3108026929433214,0.02879731894967503,0.8089874977542402,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.4536775487342397,0.8458027659203577,-1.4536224775604327,-0.4899576918051836,1.2703381822577478,0.2246186730369183,0.3506853328448666,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.2644830010363113,0.5053537863582257,-1.3909162023608361,-0.2836991210839387,1.1808287084510332,-0.4830685983264223,0.4624197785432051,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.6913733514919778,0.618836779545603,-1.4536224775604327,-1.2345773116203587,0.8974696809806201,0.4960579209545753,0.31396894516456225,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.148755869837335,0.959285759107735,-1.4536224775604327,-0.1091063727532294,0.8084866382071528,-0.12162248367176674,0.9560027046205785,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.5389125120435254,0.703949024436136,-1.3909162023608361,-1.0584890348310523,1.2623172980595823,1.0091352523659824,1.0532668968466603,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.3622010450651683,0.5620952829519144,-1.4013672482274355,-1.5497713013800187,1.1505349560617015,0.5919188232067384,0.25617184469989274,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.2949751689260016,0.959285759107735,-1.4745245692936315,-0.2595533371146122,1.1430272871775358,0.2678113810015639,0.7496526427697123,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.6913733514919778,0.9025442625140464,-1.4431714316938333,-1.7138659079932972,0.7837073279395117,0.906338846506794,1.1007601540789607,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.6913733514919778,0.47698303806138137,-1.3909162023608361,0.06439372607490468,0.9442661027671807,0.3503286964518853,0.9140874304069798,0,1,0,0,0,0,0,0,0,0,0,0,maize
1.3559595047053827,0.47698303806138137,-1.4536224775604327,-1.9388431163625008,1.048109915062428,1.0172240423202394,0.35550632483821853,0,1,0,0,0,0,0,0,0,0,0,0,maize
2.4536775487342397,0.2783877999834711,-1.4222693399606343,-1.5507697252395976,1.0444933673638375,0.8285970924051979,0.4943895126102513,0,1,0,0,0,0,0,0,0,0,0,0,maize
